Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
17:51:55,11/11/2022,6566931015,9535806757,7685.03,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:23:53,11/4/2022,4373080213,5986060438,2774.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
0:15:06,11/9/2022,9139584143,3880223106,303.47,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:15:11,11/7/2022,8027911490,8636781446,4998.36,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:52:16,10/11/2022,9595391073,7364331727,13821.74,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
19:20:24,10/19/2022,5604935027,618794777,6101.05,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
17:25:25,11/5/2022,1014450072,1949782463,26484.92,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Plus_Mutual
23:11:33,11/5/2022,1311187553,4052381507,8556.85,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
10:58:52,10/20/2022,6972614413,3292625318,857.88,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
13:25:49,10/10/2022,2683597063,1022375616,2712.3,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:17:07,10/18/2022,4635887891,8687572487,7703.65,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_Out
11:14:51,10/23/2022,6219026064,649073516,9116.18,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
7:40:09,11/11/2022,108323461,2238095611,8455.98,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
16:44:39,11/6/2022,8643912773,4333301577,1082.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
7:17:55,10/25/2022,9431782809,7844866993,13744.42,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_Out
19:19:25,11/10/2022,7850291578,4132062806,15042.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:40:53,10/18/2022,8560083612,7274540444,16633.76,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
6:12:09,10/29/2022,5651667201,8361196410,7198.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:35:23,10/18/2022,9942671831,4511734659,6064.34,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
8:10:21,10/17/2022,5992470301,7642199769,769.53,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
10:36:11,10/30/2022,8575541381,3731249975,8080.04,Indian rupee,Turkish lira,India,Turkey,Cross-border,0,Normal_Fan_Out
23:21:23,11/1/2022,596500957,1107374510,2783.47,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
16:17:19,11/6/2022,7666402392,6838761202,6777.86,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
13:33:37,11/2/2022,3839554602,9020357328,947.05,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
14:01:59,10/20/2022,5308777409,1996835505,1727.76,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
19:55:03,10/13/2022,8108130254,2928180287,18172.84,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
16:20:06,10/26/2022,9395244489,5978161657,23022.71,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
16:25:54,11/8/2022,7001313056,6837871201,12241.72,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_Out
10:43:41,11/11/2022,7808845392,7902870954,8026.89,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:44:22,10/28/2022,5556009548,6957012736,14400.37,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
5:56:45,10/14/2022,1605751482,5293021093,7519.28,Mexican Peso,UK pounds,Mexico,UK,Cross-border,0,Normal_Plus_Mutual
15:34:47,10/29/2022,5024306035,3456775831,8182.62,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
5:20:06,10/28/2022,945823280,8309726754,10144.67,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
8:46:51,11/4/2022,5891979956,7077967828,4338.74,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:54:33,10/23/2022,9337230744,8819643501,12805.44,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_In
21:46:48,11/1/2022,1561679644,757928908,12354.48,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
16:18:14,10/27/2022,3862642262,7575661707,241.38,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
10:57:51,10/30/2022,8327568587,4667218248,8961.67,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:16:45,10/9/2022,5691583660,923174250,3917.23,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
6:26:30,11/11/2022,5837336733,8482589806,5710.02,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
20:36:31,10/7/2022,1139916404,6855935396,4565.73,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:29:12,11/9/2022,3508511061,5901930134,2155.48,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:10:06,11/11/2022,293457157,5933255845,7184.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
22:04:26,10/26/2022,1333192358,9808985587,6001.81,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
23:17:47,10/18/2022,7384344954,2421181278,5186.22,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
17:43:03,11/3/2022,2311412474,82928428,9175.27,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
1:26:15,10/16/2022,1582862128,2150911382,1972.73,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
20:52:48,10/9/2022,9488576075,8959668525,5276.68,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
22:45:39,10/9/2022,8322944385,7304266241,7600.2,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:46:00,10/20/2022,2407160389,9184380201,1116.39,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
1:41:42,11/10/2022,3563645208,9006907830,7588.19,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
8:55:13,11/7/2022,2723093881,438372517,165.25,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
2:42:29,10/8/2022,4468117007,3014225948,3842.12,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
8:56:54,11/5/2022,9208091638,45497270,7376.0,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
13:31:23,10/14/2022,1844180436,9178187067,8533.86,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:18:20,10/31/2022,33382572,4405482635,3958.19,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:52:01,10/13/2022,7864615853,2587105294,7107.86,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
7:51:46,11/6/2022,5578436352,2114644658,4185.99,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:23:51,10/24/2022,6376148365,8705444631,11765.46,UK pounds,Yen,UK,Japan,Cross-border,0,Normal_Fan_In
10:14:39,10/13/2022,2192507275,6439473965,5774.52,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
11:17:27,11/1/2022,9757978662,8465489949,7975.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:32:11,10/8/2022,5760841099,4956404348,764.28,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
19:48:40,10/24/2022,2686658808,2477541189,8456.54,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:13:25,10/18/2022,3823603541,5184614712,7394.63,Pakistani rupee,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:07:15,11/1/2022,4717858362,8563593943,263.7,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:42:56,11/7/2022,6948030444,3302760648,5153.65,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
16:37:52,11/6/2022,9152529016,4039019129,4728.25,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
22:21:48,10/24/2022,28703079,4854660040,78160.14,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
6:22:14,10/10/2022,3779315815,4099756389,6100.88,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
3:02:18,11/2/2022,6210625865,8943538459,6165.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
17:49:20,10/24/2022,4793402071,5252378685,12908.24,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
20:15:59,10/7/2022,1378784400,1672094971,8991.79,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:17:30,10/8/2022,9997498626,2588179299,410.67,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:05:56,10/29/2022,4636306668,3129804102,37049.63,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
20:10:07,10/20/2022,2499382571,4016309620,11310.14,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
6:29:56,10/23/2022,5268396252,9782362956,160.13,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
10:07:23,11/9/2022,5945407881,9997910951,1206.16,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
5:59:24,11/9/2022,3477930241,2925051326,2369.14,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Foward
8:37:45,11/3/2022,3709953610,779796927,4011.37,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
9:54:31,10/9/2022,1526403963,2843987966,16953.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:19:16,10/31/2022,179292275,3240152157,9517.62,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
19:17:20,11/5/2022,6377722027,8241286501,6405.95,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
21:42:13,10/30/2022,1620505423,2389306068,3924.46,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:06:01,10/21/2022,3413175210,5188495691,1156.22,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:38:40,10/18/2022,6100750251,2379240494,6592.46,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
13:41:22,10/14/2022,268764613,711260512,79.76,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
23:25:53,10/21/2022,2816473308,6387803010,5037.86,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
2:08:28,10/10/2022,4236621242,3250485175,9410.2,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
22:43:00,11/9/2022,6572303705,1302551371,1464.89,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:27:07,10/28/2022,3729558059,8270618899,436.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
3:38:57,10/29/2022,768229752,8591594281,7681.49,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_In
7:01:49,11/6/2022,7402716298,7101719777,78.03,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:25:50,10/28/2022,4455047767,6552326226,5548.8,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
14:11:35,10/13/2022,6426109109,9223666290,27.91,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:20:41,10/9/2022,8392823984,2968892709,2784.67,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Small_Fan_Out
9:17:58,10/29/2022,4304492507,393498569,20760.6,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
10:27:41,10/17/2022,5192422176,5055815822,5087.4,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
17:21:09,10/30/2022,1611950289,7116373556,10131.06,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
13:15:55,10/7/2022,7501327339,6357364082,5649.73,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
1:56:58,10/29/2022,8082566832,8591170662,5572.27,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
19:29:46,10/29/2022,6516739348,5658667466,171.01,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
14:21:31,11/4/2022,9460198888,1780391755,1410.29,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:07:55,10/16/2022,9827916792,2119800842,18513.41,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:09:15,11/9/2022,5281202165,8234850516,1251.97,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Periodical
11:57:04,11/6/2022,6940605997,2692041036,6088.58,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
13:32:29,10/7/2022,3886212019,5492525400,16646.99,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:18:45,10/23/2022,2794456901,66354161,13340.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
16:36:04,10/26/2022,6416149476,104208172,990.01,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
10:54:27,10/10/2022,7902160374,1137616513,13515.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:54:06,10/10/2022,3713919693,2617451769,8123.96,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:24:06,11/8/2022,5179067092,8035975705,38653.47,UK pounds,Albanian lek,UK,Albania,Cross-border,0,Normal_Fan_In
10:50:52,10/31/2022,1534038841,7201359732,312.3,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
13:27:56,10/31/2022,5937469545,3404689256,6111.96,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
9:54:53,10/24/2022,3954643871,1924467912,9336.9,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:17:49,11/5/2022,7993303298,6818195924,8073.28,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
8:30:29,10/28/2022,9142843211,7617315686,5657.44,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
23:45:19,10/31/2022,8703231038,2740290642,12585.82,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
20:42:17,10/21/2022,1918087522,7076974271,8903.41,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
14:15:23,10/18/2022,6770091850,8468664081,17254.56,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
8:38:10,10/22/2022,1113674024,8000170592,1261.07,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:16:10,10/19/2022,3900810279,8527448088,4547.75,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
8:37:40,11/11/2022,5045742187,5937982719,2658.19,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
9:41:02,10/20/2022,2806779674,5704638962,2707.15,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
21:18:25,10/17/2022,6190217120,6970331467,2426.45,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Periodical
16:30:42,10/13/2022,8611499643,8003962857,1793.19,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
14:56:15,10/28/2022,4618888977,1796190203,36736.0,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Plus_Mutual
14:58:19,11/11/2022,1246893355,8540789833,4655.37,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
13:51:35,10/16/2022,8968838828,6237397712,9068.21,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
23:05:42,11/7/2022,4985951415,2222098188,17705.08,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:52:31,10/20/2022,5641442294,5467320516,2269.32,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:02:06,10/9/2022,3071901034,4144644598,1781.96,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
22:16:17,11/8/2022,2150680043,4366207038,5777.28,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
14:41:34,10/18/2022,5939286319,8327388411,2583.16,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
13:46:39,11/4/2022,4062313426,9166729737,27408.7,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:55:57,10/9/2022,5077259356,4365584412,10884.45,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
12:13:52,10/9/2022,9835228601,5808895864,10111.99,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:54:18,10/21/2022,7811658898,8084431587,1701.12,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
7:06:50,11/6/2022,7332435745,4378001887,17834.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
23:09:21,11/9/2022,5775986392,265993792,6677.05,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
17:50:09,10/8/2022,3825506456,3866172740,704.33,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
20:12:48,10/24/2022,8874312857,8256893278,16666.94,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:36:09,11/6/2022,3092246234,8154718696,16195.65,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
23:53:32,11/8/2022,9471299753,5451879695,16655.25,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
0:54:08,10/26/2022,2535539123,1304329871,456.84,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
3:46:50,10/26/2022,7123420566,2822037738,5256.91,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
9:13:35,11/7/2022,4846710898,9643459279,7947.59,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:40:07,10/22/2022,8648271933,1196060020,1911.68,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
21:14:48,10/18/2022,7180859538,7274540444,14199.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
13:21:14,10/14/2022,1952885496,6176860709,8971.95,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
22:29:10,10/24/2022,7895780371,591073496,40472.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
13:33:11,10/22/2022,8455989690,3875251200,7862.82,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
3:33:24,10/11/2022,6181464337,1928174210,5877.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
8:53:33,11/2/2022,2578573601,928224705,5838.19,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
2:33:37,10/10/2022,4460662106,7473426371,6107.61,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
12:23:30,10/17/2022,9432012399,5825135805,509.0,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
10:28:12,11/7/2022,6785070833,5781373525,311.86,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:46:30,11/6/2022,3710885840,9476088734,4657.68,UK pounds,Euro,UK,Germany,Cross-border,0,Normal_Fan_In
18:07:36,10/18/2022,3365966806,6034897765,930.79,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
0:10:35,11/7/2022,9108105705,3923115485,7565.57,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
23:30:50,10/29/2022,1794099911,7976678492,6209.21,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
10:24:29,10/20/2022,1388477469,4861391012,6072.16,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:23:49,10/9/2022,6088569153,5098225823,75.89,UK pounds,Indian rupee,UK,India,Cash Withdrawal,1,Cash_Withdrawal
12:21:33,10/22/2022,603896444,4791980526,14939.5,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
14:08:55,10/12/2022,3548585281,9522923285,1588.34,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
17:42:05,10/21/2022,6367548102,6064192732,17201.46,Euro,UK pounds,Spain,UK,Cross-border,0,Normal_Small_Fan_Out
9:35:26,10/10/2022,305595113,4618582825,7527.7,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
9:34:40,10/14/2022,4161309729,5751950871,12004.87,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
16:45:13,10/23/2022,7828965484,4037275059,4655.35,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_In
16:17:18,10/7/2022,5892866540,5349794460,1939.01,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:40:53,10/14/2022,5704320657,3602353641,10827.31,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
13:48:48,10/10/2022,6074776041,4555746550,5736.86,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
21:23:26,11/8/2022,305031187,3310353913,6126.91,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
23:08:49,11/8/2022,3108405995,8987848252,4995.21,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
21:17:41,10/30/2022,5536584085,715421062,13575.31,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:03:02,10/19/2022,5354141267,2076980254,2315.33,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:10:07,10/16/2022,614049252,6364506702,4973.16,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
16:13:14,11/6/2022,7843839597,7458519867,7197.27,UK pounds,Dirham,UK,UAE,Cross-border,0,Normal_Fan_Out
15:07:53,10/29/2022,2519653692,6977612597,12824.08,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
22:23:50,10/18/2022,3495659518,7719529703,7920.39,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:27:07,10/13/2022,762716463,6130835432,9974.05,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
8:12:03,10/23/2022,6408343900,5335472988,2354.39,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0,Normal_Group
19:45:23,11/5/2022,6387849744,773154716,160.35,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
11:04:12,10/8/2022,4420291115,6586021733,135.44,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
23:22:07,10/17/2022,1755284673,5228100398,1565.1,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
2:46:02,11/12/2022,4147122767,5167060432,8086.3,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
20:14:45,10/26/2022,9445424203,3165936127,3255.04,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
8:57:04,11/6/2022,8348009031,6954504262,54.16,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
21:15:14,10/24/2022,3562802216,2633534497,11825.61,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:20:36,11/2/2022,9812077227,9954010398,11631.26,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Mutual
10:44:50,11/8/2022,8746213790,1144105817,13574.7,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
1:51:13,10/28/2022,3492406477,4741270819,216.3,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
23:45:24,10/13/2022,9045243923,2651696133,8834.59,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
14:16:15,10/24/2022,6123762963,854728048,660.61,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Behavioural_Change_1
22:19:56,10/23/2022,3922554569,8117397180,2579.6,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
22:11:38,10/31/2022,7101729468,3792255873,1092.5,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:55:03,10/7/2022,4737367377,9600420220,7808.17,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:32:40,11/3/2022,8873598186,7899650750,598.22,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:32:58,10/24/2022,3088736305,7946386250,4000.54,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Small_Fan_Out
11:05:31,11/5/2022,3460652792,4971412113,12236.88,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
16:38:20,10/28/2022,5469586410,5964823439,2612.02,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
10:20:45,10/11/2022,9846188677,6094015800,5236.28,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
2:55:05,10/27/2022,3939740035,8632750017,11142.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
8:14:34,10/20/2022,7204657487,6524296314,600.93,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:50:17,11/1/2022,8058854832,1048151528,8318.64,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
19:57:47,10/21/2022,4331123718,415377912,8345.03,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:29:52,10/25/2022,696976851,7329363872,2862.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
22:29:19,10/11/2022,377877502,4874571917,4600.71,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:47:16,10/22/2022,4265808324,9440265111,52.69,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Cash_Withdrawal
19:54:37,10/11/2022,1497614989,9005492388,726.45,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:20:02,11/2/2022,2714099823,5044437390,1920.98,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
14:35:49,10/18/2022,7365590371,7450255900,10765.85,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
20:44:21,10/21/2022,5053780136,4056328783,366.18,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
13:57:53,11/6/2022,6809691476,5792435301,12415.8,Naira,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
10:35:14,10/14/2022,4238371696,1843019494,1724.14,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
10:43:27,10/19/2022,7816810437,5901029512,4568.37,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
